school_name,address,postal_code,planning_area,town,latitude,longitude
"Haig Girls' School","51 KOON SENG ROAD HAIG GIRLS' SCHOOL SINGAPORE 427072","427072","GEYLANG","GEYLANG","1.31194344271383","103.902902557195"
"Henry Park Primary School","1 HOLLAND GROVE ROAD HENRY PARK PRIMARY SCHOOL SINGAPORE 278790","278790","BUKIT TIMAH","BUKIT TIMAH","1.31667646178347","103.784296227747"
"Holy Innocents' Primary School","5 LORONG LOW KOON HOLY INNOCENTS' PRIMARY SCHOOL SINGAPORE 536451","536451","HOUGANG","HOUGANG","1.36693830877349","103.894114899795"
"Hong Wen School","30 TOWNER ROAD HONG WEN SCHOOL SINGAPORE 327829","327829","KALLANG/WHAMPOA","KALLANG/WHAMPOA","1.32175999964553","103.857628468881"
"Horizon Primary School","61 EDGEDALE PLAINS HORIZON PRIMARY SCHOOL SINGAPORE 828819","828819","PUNGGOL","PUNGGOL","1.399550034492","103.913404855665"
"Hougang Primary School","1 HOUGANG STREET 93 HOUGANG PRIMARY SCHOOL SINGAPORE 534238","534238","HOUGANG","HOUGANG","1.37738245231461","103.880805274557"
"Huamin Primary School","21 YISHUN AVENUE 11 HUAMIN PRIMARY SCHOOL SINGAPORE 768857","768857","YISHUN","YISHUN","1.42697284512936","103.844240226564"
"Innova Primary School","80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888","737888","WOODLANDS","WOODLANDS","1.42896700684852","103.790607539185"
"Jiemin Primary School","2 YISHUN STREET 71 JIEMIN PRIMARY SCHOOL SINGAPORE 768515","768515","YISHUN","YISHUN","1.42768847665227","103.830425490093"
"Jing Shan Primary School","5 ANG MO KIO STREET 52 ALPHAJOY STUDENT CARE CENTRE (JING SHAN) SINGAPORE 569228","569228","ANG MO KIO","ANG MO KIO","1.37196445720109","103.851763531681"
"Junyuan Primary School","2 TAMPINES STREET 91 JUNYUAN PRIMARY SCHOOL SINGAPORE 528906","528906","TAMPINES","TAMPINES","1.34787074766746","103.939221709073"
"Jurong Primary School","320 JURONG EAST STREET 32 JURONG PRIMARY SCHOOL SINGAPORE 609476","609476","JURONG EAST","JURONG EAST","1.34843859698946","103.733156566858"
"Jurong West Primary School","30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368","648368","JURONG WEST","JURONG WEST","1.33917519796104","103.698803732244"
"Keming Primary School","90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762","659762","BUKIT BATOK","BUKIT BATOK","1.34552849960874","103.756449399351"
"Kheng Cheng School","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","319580","TOA PAYOH","TOA PAYOH","1.3373381935639","103.847148501824"
"Kong Hwa School","350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772","399772","GEYLANG","GEYLANG","1.31099674009193","103.888352029067"
"Kranji Primary School","11 CHOA CHU KANG STREET 54 KRANJI PRIMARY SCHOOL SINGAPORE 689189","689189","CHOA CHU KANG","CHOA CHU KANG","1.39356050497104","103.747362720939"
"Kuo Chuan Presbyterian Primary School","8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579793","579793","BISHAN","BISHAN","1.34939813669536","103.855018233311"
"Lakeside Primary School","161 CORPORATION WALK LAKESIDE PRIMARY SCHOOL SINGAPORE 618310","618310","JURONG WEST","JURONG WEST","1.33820397704287","103.718089546664"
"Lianhua Primary School","2 BUKIT BATOK STREET 52 LIANHUA PRIMARY SCHOOL SINGAPORE 659243","659243","BUKIT BATOK","BUKIT BATOK","1.35424191127295","103.754165828711"
"Maha Bodhi School","10 UBI AVENUE 1 AFTER SCHOOL @ MAHA BODHI SCHOOL SINGAPORE 408931","408931","GEYLANG","GEYLANG","1.32858023873554","103.901306904157"
"Maris Stella High School (Primary Section)","25 MOUNT VERNON ROAD CATHOLIC KINDERGARTEN SINGAPORE 368051","368051","TOA PAYOH","TOA PAYOH","1.34139181236127","103.877740713449"
"Marsiling Primary School","31 WOODLANDS CENTRE ROAD MARSILING PRIMARY SCHOOL SINGAPORE 738927","738927","WOODLANDS","WOODLANDS","1.43383904037059","103.773643013846"
"Marymount Convent School","20 MARYMOUNT ROAD GOOD SHEPHERD STUDENT CARE SINGAPORE 297754","297754","TOA PAYOH","TOA PAYOH","1.34043840661368","103.839811736775"
"Mayflower Primary School","200 ANG MO KIO AVENUE 5 MAYFLOWER PRIMARY SCHOOL SINGAPORE 569878","569878","ANG MO KIO","ANG MO KIO","1.37637683547682","103.843252803742"
"Mee Toh School","21 EDGEDALE PLAINS GRACELAND STUDENT CARE CENTRE (MEE TOH) SINGAPORE 828867","828867","PUNGGOL","PUNGGOL","1.39485356081865","103.90857257736"
"Meridian Primary School","20 PASIR RIS STREET 71 LIFE STUDENT CARE - HAPPY MERIDIANS SINGAPORE 518798","518798","PASIR RIS","PASIR RIS","1.37550677054835","103.934953276155"
"Methodist Girls' School (Primary)","11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986","599986","BUKIT TIMAH","BUKIT TIMAH","1.33266213599636","103.783382114018"
"Montfort Junior School","52 HOUGANG AVENUE 8 LEARNING STUDIO EDUCARE BY ZENITANT (MONTFORT JUNIOR SCHOOL) SINGAPORE 538786","538786","HOUGANG","HOUGANG","1.37362445234082","103.889741457901"
"Nan Chiau Primary School","50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080","545080","SENGKANG","SENGKANG","1.39221149906592","103.891180928186"
"Nan Hua Primary School","30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806","128806","CLEMENTI","CLEMENTI","1.31920159956387","103.761095065761"
"Nanyang Primary School","52 KING'S ROAD LEARNING BLISS @ NANYANG PRIMARY SINGAPORE 268097","268097","BUKIT TIMAH","BUKIT TIMAH","1.32107094241153","103.807681852799"
"Naval Base Primary School","7 YISHUN AVENUE 4 MOE KINDERGARTEN @ NAVAL BASE SINGAPORE 769028","769028","YISHUN","YISHUN","1.41590195697649","103.839100590207"
"New Town Primary School","300 TANGLIN HALT ROAD NEW TOWN CAREHUT SINGAPORE 148812","148812","QUEENSTOWN","QUEENSTOWN","1.29981138884057","103.799964819895"
"Ngee Ann Primary School","344 MARINE TERRACE NASCANS NGEE ANN SCC SINGAPORE 449149","449149","MARINE PARADE","MARINE PARADE","1.30553224180437","103.917570005713"
"North Spring Primary School","1 RIVERVALE STREET NORTH SPRING PRIMARY SCHOOL SINGAPORE 545088","545088","SENGKANG","SENGKANG","1.38706146494859","103.903202683028"
"North View Primary School","210 YISHUN AVENUE 6 MOE KINDERGARTEN @ NORTH VIEW SINGAPORE 768960","768960","YISHUN","YISHUN","1.42745159462566","103.848378442893"
"North Vista Primary School","20 COMPASSVALE LINK MOE KINDERGARTEN @ NORTH VISTA SINGAPORE 544974","544974","SENGKANG","SENGKANG","1.38255066171151","103.89626457548"
"Northland Primary School","15 YISHUN AVENUE 4 NASCANS NORTHLAND STUDENT CARE CENTRE SINGAPORE 769026","769026","YISHUN","YISHUN","1.42130404159807","103.840792923345"
"Northoaks Primary School","61 SEMBAWANG DRIVE MOE KINDERGARTEN @ NORTHOAKS SINGAPORE 757622","757622","SEMBAWANG","SEMBAWANG","1.45732867302094","103.814075611175"
"Northshore Primary School","30 NORTHSHORE DRIVE MOE KINDERGARTEN @ NORTHSHORE SINGAPORE 828671","828671","PUNGGOL","PUNGGOL","1.41842322079348","103.905147201163"
"Oasis Primary School","71 EDGEFIELD PLAINS MOE KINDERGARTEN @ OASIS SINGAPORE 828716","828716","PUNGGOL","PUNGGOL","1.40507184758584","103.911200193835"
"Opera Estate Primary School","48 FIDELIO STREET KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL) SINGAPORE 458436","458436","BEDOK","BEDOK","1.31996876377748","103.923752668632"
"Palm View Primary School","150 COMPASSVALE BOW PALM VIEW PRIMARY SCHOOL SINGAPORE 544822","544822","SENGKANG","SENGKANG","1.38376923022123","103.891354675017"
"Park View Primary School","60 PASIR RIS DRIVE 1 LIFE STUDENT CARE - PARK VIEW PRIMARY SINGAPORE 519524","519524","PASIR RIS","PASIR RIS","1.37801687647812","103.9392021807"
"Pasir Ris Primary School","5 PASIR RIS STREET 21 COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY SINGAPORE 518968","518968","PASIR RIS","PASIR RIS","1.37245132722087","103.962922699031"
"Paya Lebar Methodist Girls' School (Primary)","298 LORONG AH SOO COMMIT LEARNING SCHOOLHOUSE @ PAYA LEBAR METHODIST GIRLS' SCHOOL SINGAPORE 536741","536741","HOUGANG","HOUGANG","1.3502545600894","103.884846876112"
"Pei Chun Public School","16 LORONG 7 TOA PAYOH ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL) SINGAPORE 319320","319320","TOA PAYOH","TOA PAYOH","1.33677864390672","103.855341310212"
"Pei Hwa Presbyterian Primary School","7 PEI WAH AVENUE ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY) SINGAPORE 597610","597610","BUKIT TIMAH","BUKIT TIMAH","1.33807302121151","103.776250903095"
